filename,title,prefix,namespace_uri,description,version,license,creators,date_modified,date_issued,see_also,imports,classes,properties,primary_domain,secondary_domain,cluster,conforms_to
sml.ttl,"EN 17632-1:2022 / EN 17632-2:2024 - BIM Semantic modelling and linking (SML) - Normative classes and properties (RDFS, OWL, and SHACL)",sml,https://w3id.org/sml/def#,"Defines the normative RDFS, OWL, and SHACL classes and properties for construction digital data, promoting consistent semantic modeling and validation following CEN/TC?442 standards for interoperability across lifecycle information.",,,,,,"https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT, FSP_ORG_ID:67839, 1991542&cs=1BCE2DE4154949B53FB406C2D4EE5011D  https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT, FSP_ORG_ID:76161, 1991542&cs=1D40D0701E13D1851B42C956BA0006B3C   https://github.com/Stichting-CROW/sml/?tab=readme-ov-file","quantitykind, qudt, sh, skos, sml, time, sosa",,,"Standards, Codes and Certifications",Information Management,EN 17632-1:2022 / EN 17632-2:2024,"CEN EN 17632-1:2022, CEN EN 17632-2:2025"
sosa.ttl,"Sensor, Observation, Sample, and Actuator (SOSA) Ontology",sosa,http://www.w3.org/ns/sosa/,"The Semantic Sensor Network (SSN) ontology is an ontology for describing sensors and their observations, the involved procedures, the studied features of interest, the samples used to do so, and the observed properties, as well as actuators. SSN follows a horizontal and vertical modularization architecture by including a lightweight but self-contained core ontology called SOSA (Sensor, Observation, Sample, and Actuator) for its elementary classes and properties. With their different scope and different degrees of axiomatization, SSN and SOSA are able to support a wide range of applications and use cases, including satellite imagery, large-scale scientific monitoring, industrial and household infrastructures, social sensing, citizen science, observation-driven ontology engineering, and the Web of Things. Both ontologies are described below, and examples of their usage are given.",,http://www.opengeospatial.org/ogc/Software,n44b28d2e72fc48c3aff4c80bf92830a7b1,,2017-04-17,http://www.w3.org/ns/sosa/,"foaf, skos, time, vann, voaf, schema, dcterms",,,IoT Sensors/Actuators,,,
ssn.ttl,Semantic Sensor Network Ontology,ssn,http://www.w3.org/ns/ssn/,"The Semantic Sensor Network (SSN) ontology is an ontology for describing sensors and their observations, the involved procedures, the studied features of interest, the samples used to do so, and the observed properties, as well as actuators. SSN follows a horizontal and vertical modularization architecture by including a lightweight but self-contained core ontology called SOSA (Sensor, Observation, Sample, and Actuator) for its elementary classes and properties. With their different scope and different degrees of axiomatization, SSN and SOSA are able to support a wide range of applications and use cases, including satellite imagery, large-scale scientific monitoring, industrial and household infrastructures, social sensing, citizen science, observation-driven ontology engineering, and the Web of Things","New modular version of the SSN ontology. 

This ontology was originally developed in 2009-2011 by the W3C Semantic Sensor Networks Incubator Group (SSN-XG). For more information on the group's activities see: http://www.w3.org/2005/Incubator/ssn/. The ontology was revised and modularized in 2015-2017 by the W3C/OGC Spatial Data on the Web Working Group, see: https://www.w3.org/2015/spatial/wiki/Semantic_Sensor_Network_Ontology. 

In particular, (a) the scope is extended to include actuation and sampling; (b) the core concepts and properties are factored out into the SOSA ontology. The SSN ontology imports SOSA and adds formal axiomatization consistent with the text definitions in SOSA, and adds classes and properties to accommodate the scope of the original SSN ontology.",http://www.opengeospatial.org/ogc/Software,na3e4a659d26845ef9684f9d455da08b7b1,,2017-04-17,https://www.w3.org/TR/vocab-ssn/,"foaf, skos, vann, voaf, dcterms, sosa",,,IoT Sensors/Actuators,,,
stg.ttl,STG: Scan-to-Graph,stg,https://github.com/JWerbrouck/scan-to-graph/blob/master/stg.ttl,"A framework called ï¿½scan-to-graphï¿½ (STG) is proposed to integrate the concepts of scan-to-BIM with Semantic Web technologies, as these could provide answers to the above-mentioned challenges, most notably on documentation of uncertainties, sources and modelling decisions, element classification and cross-discipline information linking.",May 3rd 2018,,,,June 1st 2018,https://www.sciencedirect.com/science/article/pii/S0926580520300674#f0020,"dcterms, dce, geosparql",,,BE Product (Building),Remote Sensing,,
tempo.ttl,Data Template Ontology (TempO),tempo,https://w3id.org/tempo#,The Data Template (DT) Ontology is based on concepts and principles for creating templates from ISO 23387 and the associated XML data schema,2.1,https://creativecommons.org/licenses/by/4.0/,"n5010cef693c94090b48f0a8e4d4b267bb1, n5010cef693c94090b48f0a8e4d4b267bb3, n5010cef693c94090b48f0a8e4d4b267bb5, n5010cef693c94090b48f0a8e4d4b267bb7, n5010cef693c94090b48f0a8e4d4b267bb9",,2025-01-15,,"dc, dcat, qudt, vann, schema, isoprops, unit, skos, loin",,,BE Product (Building),BE Product (Infrastructure),,"ISO 23386, ISO 23387, ISO 7817"
th-actor.ttl,Users and Preference Information,th-actor,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ActorOntology.owl#,An ontology describing user information and preferences for a Smart Home System. Part of ThinkHome ontologies. It is an OWL model representing user comfort preferences within a smart home. It supports multi-value schedules and aligns with energy optimization use cases.,1.01,,,,2013,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/users-and-preference-information,time,,,Comfort,,,
th-building.ttl,Architecture and Building Physics Information Ontology,th-building,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/BuildingOntology.owl#,"An ontology representing building information (e.g. structure, material, architecture) for Smart Home Systems. It originates from the ThinkHome project and supports semantic modelling of buildings and their physical characteristics for analysis, control, and integration in intelligent building environments.",1.12 Building Information Ontology,,,,2013,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/architecture-and-building-physics-information,"swrl, swrlb, th-sharedvoc",,,BE Product (Building),,,
th-energy.ttl,Energy and Resource Information,th-energy,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#,"Models energy usage and resource flows in smart home systems with versioned OWL ontologies, capturing consumption metrics, device interactions, and resource dependencies to support intelligent energy management.",1.03 EnergyResource Ontology,,,,2013,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/energy-and-resource-information,"time, owlapi, timezone",,,Energy,,,
th-process.ttl,User Behavior and Building Process Information,th-process,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ProcessOntology.owl#,An ontology from the ThinkHome project capturing user occupancy parameters and interactions with building systems. It models behavioral patterns and process information to support energy efficiency and adaptive control.,1.14 Process and Profiles Ontology,,,,2013,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/user-behavior-and-building-process-information,time,,,Energy,,,
th-sharedvoc.ttl,Buildling Ontology Shared Vocabulary,th-sharedvoc,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/BuildingOntologySharedVocabulary.owl,Shared vocabulary created to support and extend the ThinkHome building ontology. It provides common terminology for building related concepts enabling alignment and reuse across smart home and building information ontologies originating from the same ontology family.,1.12 Building Information Shared Vocabulary Ontology,,,,2013,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/architecture-and-building-physics-information,,,,BE Product (Building),,,
th-weather.ttl,Weather and Exterior Influence Information,th-weather,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#,"An ontology representing exterior influences for Smart Home Systems. Part of ThinkHome ontologies. It captures external weather observations (temperature, humidity, pressure, wind, pollution) tied to spatial locations and time, enabling predictive control in smart home systems.",1.03,,,,2013,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/weather-and-exterior-influence-information,"time, wgs84_pos",,,Weather/Climate,,,
unocs.ttl,Digital Construction Agents,unocs,https://w3id.org/unocs#,"UNOCS is a safety ontology designed to unify construction safety knowledge from diverse sources, enabling automated reasoning, safety rule checking, and improved hazard identification. By integrating data from BIM, IoT, and virtual training, it supports informed decision-making and enhances interoperability among stakeholders.",,https://creativecommons.org/licenses/by/4.0/,"Kilian Speiser, Sebastian Seiß",,2024,https://doi.org/10.1016/j.autcon.2025.106293,"dc, dcterms, vann, schema, opm, bot, dica, dicc, dice, dici, dicp, dicv, ocqa",,,Safety,,,
weat.ttl,BIMERR Weather Ontology,weat,https://bimerr.iot.linkeddata.es/def/weather/,Ontology for weather phenomena and exterior conditions. It supports semantic modelling of external weather data and climate parameters facilitating integration of environmental context into building energy analysis and renovation performance assessment.,,http://creativecommons.org/licenses/by/4.0/,"Salvador González-Gerpe https://www.linkedin.com/in/artificialintelligence-researcher-salvadorgonzalezgerpe, https://oeg.fi.upm.es/",,2020,https://bimerr.iot.linkeddata.es/,"dc, dcterms, vann, schema, wgs84_pos, skos, sosa, ssn, saref",,,Weather/Climate,,BIMERR,
wgs84.ttl,WGS84 Geo Positioning: an RDF vocabulary,wgs84,https://w3.org/2003/01/geo/wgs84_pos#,"This is a basic RDF vocabulary that provides the Semantic Web community with a namespace for representing lat(itude), long(itude) and other information about spatially-located things, using WGS84 as a reference datum. This vocabulary begins an exploration of the possibilities of representing mapping/location data in RDF, and does not attempt to address many of the issues covered in the professional GIS world, notably by the Open Geospatial Consortium (OGC). Instead, we provide just a few basic terms that can be used in RDF (eg. RSS 1.0 or FOAF documents) when there is a need to describe latitudes and longitudes. The motivation for using RDF as a carrier for lat/long info is RDF's capability for cross-domain data mixing. We can describe not only maps, but the entities that are positioned on the map. And we can use any relevant RDF vocabularies to do so, without the need for expensive pre-coordination, or for changes to a centrally maintained schema.",1.21,,,,2006,WGS84 Geo Positioning: an RDF vocabulary,"dc, wgs84_pos, foaf",,,Geographic Information,,,
